title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable landIce.mon.lifmassbf_tavg-u-hxy-is (ImonAnt.lifmassbf),1120,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1120,mon landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xant yant time,mon,Land Ice Vertical Front Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.licalvf_tavg-u-hxy-is (ImonAnt.licalvf),1119,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1119,mon landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xant yant time,mon,Land Ice Calving Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.libmassbfgr_tavg-u-hxy-gis (ImonAnt.libmassbfgr),1118,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1118,mon landIce CMIP6,libmassbfgr_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded ice sheet,xant yant time,mon,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.libmassbffl_tavg-u-hxy-fis (ImonAnt.libmassbffl),1117,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1117,mon landIce CMIP6,libmassbffl_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating ice shelf,xant yant time,mon,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: stime: mean where floating_ice_shelf (comment: mask=sftflf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf)time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf) time: mean,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.icem_tavg-u-hxy-is (ImonAnt.icem),1116,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1116,mon landIce CMIP6,icem_tavg-u-hxy-is,land_ice_surface_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell.,xant yant time,mon,Surface Ice Melt Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.hfss_tavg-u-hxy-is (ImonAnt.hfss),1115,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1115,mon landIce CMIP6,hfss_tavg-u-hxy-is,surface_upward_sensible_heat_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.",xant yant time,mon,Surface Upward Sensible Heat Flux,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.hfls_tavg-u-hxy-is (ImonAnt.hfls),1114,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1114,mon landIce CMIP6,hfls_tavg-u-hxy-is,surface_upward_latent_heat_flux,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xant yant time,mon,Surface Upward Latent Heat Flux,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.acabf_tavg-u-hxy-is (ImonAnt.acabf),1113,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1113,mon landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods, and as forcing for ISM",xant yant time,mon,Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.fx.topg_tavg-u-hxy-gis (IfxGre.topg),1112,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1112,fx landIce CMIP6,topg_tavg-u-hxy-gis,bedrock_altitude,,area: areacellg,area: mean where grounded_ice_sheet,The bedrock topography beneath the land ice,xgre ygre,fx,Bedrock Altitude,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.fx.lithk_ti-u-hxy-is (IfxGre.lithk),1111,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1111,fx landIce CMIP6,lithk_ti-u-hxy-is,land_ice_thickness,,area: areacellg,area: mean where ice_sheet,The thickness of the ice sheet,xgre ygre,fx,Ice Sheet Thickness,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.fx.hfgeoubed_ti-u-hxy-gis (IfxGre.hfgeoubed),1110,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1110,fx landIce CMIP6,hfgeoubed_ti-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice"";",area: areacellg,area: mean where grounded_ice_sheet,,xgre ygre,fx,Geothermal Heat Flux Beneath Land Ice,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.fx.topg_tavg-u-hxy-gis (IfxAnt.topg),1108,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1108,fx landIce CMIP6,topg_tavg-u-hxy-gis,bedrock_altitude,,area: areacellg,area: mean where grounded_ice_sheet,The bedrock topography beneath the land ice,xant yant,fx,Bedrock Altitude,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.fx.lithk_ti-u-hxy-is (IfxAnt.lithk),1107,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1107,fx landIce CMIP6,lithk_ti-u-hxy-is,land_ice_thickness,,area: areacellg,area: mean where ice_sheet,The thickness of the ice sheet,xant yant,fx,Ice Sheet Thickness,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.fx.hfgeoubed_ti-u-hxy-gis (IfxAnt.hfgeoubed),1106,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1106,fx landIce CMIP6,hfgeoubed_ti-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice"";",area: areacellg,area: mean where grounded_ice_sheet,,xant yant,fx,Geothermal Heat Flux Beneath Land Ice,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.fx.sftgrf_ti-u-hxy-u (Efx.sftgrf),831,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/831,fx landIce CMIP6,sftgrf_ti-u-hxy-u,grounded_ice_sheet_area_fraction,"""comment"" was ""Percentage of grid cell covered by grounded ice sheet"";",area: areacella,area: mean,"This is needed to distinguish between grounded glaciated ice (grounded = ice sheet and glacier) and ice shelves (floating over sea water), since land_ice is by definition ice sheet, glacier and ice shelves",longitude latitude,fx,Grounded Ice Sheet Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.fx.sftflf_ti-u-hxy-u (Efx.sftflf),830,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/830,fx landIce CMIP6,sftflf_ti-u-hxy-u,floating_ice_shelf_area_fraction,"""comment"" was ""Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water"";",area: areacella,area: mean,"This is needed to distinguish between grounded glaciated ice (grounded = ice sheet and glacier) and ice shelves (floating over sea water), since land_ice is by definition ice sheet, glacier and ice shelves",longitude latitude,fx,Floating Ice Shelf Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.day.tsn_tavg-u-hxy-lnd (Eday.tsn),799,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/799,day landIce CMIP6,tsn_tavg-u-hxy-lnd,temperature_in_surface_snow,"""cell_methods"" was ""area: mean where land time: mean (with samples weighted by snow mass)""; ; ""comment"" was ""This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as missing in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean (weighted by snow mass on land),"This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as ""missing in regions free of snow on land.",longitude latitude time,day,Snow Internal Temperature,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean (with samples weighted by snow mass) CMIP7:area: mean where land time: mean (weighted by snow mass on land),; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.day.tpf_tavg-u-hxy-lnd (Eday.tpf),796,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/796,day landIce CMIP6,tpf_tavg-u-hxy-lnd,permafrost_layer_thickness,"""comment"" was ""The mean thickness of the permafrost layer in the land portion of the grid cell.  Reported as zero in permafrost-free regions.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,permafrost_layer_thickness,longitude latitude time,day,Permafrost Layer Thickness,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.day.snm_tavg-u-hxy-lnd (Eday.snm),781,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/781,day landIce CMIP6 UKESM1 HadGEM3-GC31,snm_tavg-u-hxy-lnd,surface_snow_melt_flux,"""comment"" was ""The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,surface_snow_and_ice_melt_flux,longitude latitude time,day,Surface Snow Melt,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,"land_class_mean(m01s08i237[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,"land_class_mean(m01s08i237[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,kg m-2 s-1
Variable landIce.day.snd_tavg-u-hxy-lnd (Eday.snd),780,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/780,day landIce CMIP6 UKESM1 HadGEM3-GC31,snd_tavg-u-hxy-lnd,surface_snow_thickness,"""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,"where land over land, this is computed as the mean thickness of snow in the land portion of the grid cell (averaging over the entire land portion, including the snow-free fraction).  Reported as 0.0 where the land fraction is 0.",longitude latitude time,day,Snow Depth,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",m,CMIP6 CMOR variable,"land_class_mean(m01s08i376[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,"land_class_mean(m01s08i376[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,m
Variable landIce.day.sbl_tavg-u-hxy-u (Eday.sbl),778,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/778,day landIce CMIP6 UKESM1 HadGEM3-GC31,sbl_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,"""comment"" was ""The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere."";",area: areacella,area: mean where land time: mean,surface_snow_and_ice_sublimation_flux,longitude latitude time,day,Surface Snow and Ice Sublimation Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,"land_class_mean(m01s03i331[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,"land_class_mean(m01s03i331[lbproc=128], m01s03i317[lbproc=128], land_class='all')",,kg m-2 s-1
Variable landIce.day.pflw_tavg-u-hxy-lnd (Eday.pflw),760,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/760,day landIce CMIP6,pflw_tavg-u-hxy-lnd,liquid_water_content_of_permafrost_layer,"""comment"" was ""*where land over land*, i.e., this is the total mass of liquid water contained within the permafrost layer within the land portion of a grid cell divided by the area of the land portion of the cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,liquid_water_content_of_permafrost_layer,longitude latitude time,day,Liquid Water Content of Permafrost Layer,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2,CMIP6 CMOR variable,,,,,
Variable landIce.day.lwsnl_tavg-u-hxy-lnd (Eday.lwsnl),747,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/747,day landIce CMIP6,lwsnl_tavg-u-hxy-lnd,liquid_water_content_of_surface_snow,"""comment"" was ""The total mass of liquid water contained interstitially within the whole depth of the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,liquid_water_content_of_snow_layer,longitude latitude time,day,Liquid Water Content of Snow Layer,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2,CMIP6 CMOR variable,,,,,
Variable landIce.day.hfdsn_tavg-u-hxy-lnd (Eday.hfdsn),726,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/726,day landIce CMIP6 UKESM1 HadGEM3-GC31,hfdsn_tavg-u-hxy-lnd,surface_downward_heat_flux_in_snow,"""comment"" was ""the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,Downward heat flux at snow top,longitude latitude time,day,Downward Heat Flux into Snow Where Land over Land,landIce,down,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,m01s08i202[lbproc=128],,m01s08i202[lbproc=128],,W m-2
Variable landIce.subhr.sbl_tpt-u-hxys-u (CFsubhr.sbl),628,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/628,subhr landIce CMIP6 UKESM1 HadGEM3-GC31,sbl_tpt-u-hxys-u,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,"""frequency"" was ""subhrPt""; ; ""comment"" was ""The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere."";",,area: point time: point,The snow and ice sublimation flux is the loss of snow and ice mass from the surface resulting from their conversion to water vapor that enters the atmosphere.,site time1,subhr,Surface Snow and Ice Sublimation Flux,landIce,,"This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.; CHANGE SINCE CMIP6 in CMIP7 Frequency - CMIP6:subhrPt CMIP7:subhr,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,m01s03i298[lbproc=0],,m01s03i298[lbproc=0],,kg m-2 s-1
Variable landIce.mon.sbl_tavg-u-hxy-u (Amon.sbl),63,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/63,mon landIce CMIP6 UKESM1 HadGEM3-GC31,sbl_tavg-u-hxy-u,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,"""comment"" was ""The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere."";",area: areacella,area: time: mean,The snow and ice sublimation flux is the loss of snow and ice mass from the surface resulting from their conversion to water vapor that enters the atmosphere.,longitude latitude time,mon,Surface Snow and Ice Sublimation Flux,landIce,,"This differs from sbl appearing in table Limon in that the flux is averaged over the entire grid cell, not just the land portion.; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,m01s03i298[lbproc=128],,m01s03i298[lbproc=128],,kg m-2 s-1
